Departamento  de la Instituci¢n;Provincias dela Rep£blica  de Panam†;Tipo de Ley;Fecha de Entrada de Queja;Mes de Entrada de Queja;Motivo de Queja;Agente Econ¢mico;Actividad;Marca de Producto;Producto;Velor de Apertura de Queja;Resultado de Queja;Efectivo Devuelto al Consumidor (B/.);Fecha de Cierre de Queja;Mes Cierre de Queja;A§o Cierre de Queja;A§o Recibido de Queja
Decisi¢n;Chiriqu°;Ley 45 de 2007;45595;Oct 24;Devoluci¢n de dinero;BRUSEN, S.A.;Inmobiliarias;;Vivienda;450;En proceso;;;;;2024
Veh°culo a Motor;Herrera;Ley 14 de 2018;45572;Oct 24;Falta de informaci¢n;COMPRA Y VENTA DE AUTOS MAR÷A;Venta de autos usados;Hyundai;Auto;100;En proceso;;;;;2024
Decisi¢n;Herrera;Ley 45 de 2007;45567;Oct 24;Incumplimiento de servicio;RAVIC SPORT;AlmacÇn de ropa y calzados;;;15.46;Desistimiento;;45609;Nov 24;2024;2024
Decisi¢n;Herrera;Ley 45 de 2007;45568;Oct 24;Rescindir contrato;SKY PANAMµ;Tv por cable;;;23.99;En proceso;;;;;2024
Decisi¢n;Herrera;Ley 45 de 2007;45569;Oct 24;Rescindir contrato;SKY PANAMµ;Tv por cable;;;19.98;En proceso;;;;;2024
Decisi¢n;Herrera;Ley 45 de 2007;45572;Oct 24;Anulaci¢n de contrato;SKY PANAMµ;Tv por cable;;;44.66;En proceso;;;;;2024
Decisi¢n;Herrera;Ley 45 de 2007;45576;Oct 24;Incumplimiento de garant°a;MACHETAZO / CIA GOLY;Supermercados;HP;Impresora;202.18;En proceso;;;;;2024
Decisi¢n;Herrera;Ley 45 de 2007;45576;Oct 24;Rescindir contrato;SKY PANAMµ;Tv por cable;;;25;En proceso;;;;;2024
Decisi¢n;Herrera;Ley 45 de 2007;45582;Oct 24;Rescindir contrato;SKY PANAMµ;Tv por cable;;;24;En proceso;;;;;2024
Decisi¢n;Herrera;Ley 45 de 2007;45586;Oct 24;Rescindir contrato;SKY PANAMµ;Tv por cable;;;20;En proceso;;;;;2024
Decisi¢n;Herrera;Ley 45 de 2007;45587;Oct 24;Rescindir contrato;SKY PANAMµ;Tv por cable;;;23.99;En proceso;;;;;2024
Decisi¢n;Herrera;Ley 45 de 2007;45594;Oct 24;Rescindir contrato;SKY PANAMµ;Telefonia;;;20;En proceso;;;;;2024
Decisi¢n;Herrera;Ley 45 de 2007;45594;Oct 24;Rescindir contrato;SKY PANAMµ;Telefonia;;;20;En proceso;;;;;2024
Decisi¢n;Herrera;Ley 45 de 2007;45594;Oct 24;Rescindir contrato;SKY PANAMµ;Telefonia;;;19.99;En proceso;;;;;2024
Decisi¢n;Herrera;Ley 45 de 2007;45594;Oct 24;Rescindir contrato;SKY PANAMµ;Telefonia;;;29.6;En proceso;;;;;2024
Decisi¢n;Herrera;Ley 45 de 2007;45594;Oct 24;Rescindir contrato;SKY PANAMµ;Tv por cable;;;22.92;En proceso;;;;;2024
Decisi¢n;Herrera;Ley 45 de 2007;45595;Oct 24;Anulaci¢n de contrato;SKY PANAMµ;Tv por cable;;;20;En proceso;;;;;2024
Decisi¢n;Herrera;Ley 45 de 2007;45596;Oct 24;Rescindir contrato;SKY PANAMµ;Telefonia;;;23.99;En proceso;;;;;2024
Veh°culo a Motor;Los Santos;Ley 14 de 2018;45589;Oct 24;Devoluci¢n de dinero;REPUESTOS 88;Repuestos para autos;;Pieza de Repuesto;117.7;En proceso;;;;;2024
Decisi¢n;Los Santos;Ley 45 de 2007;45567;Oct 24;Rescindir contrato;SKY PANAMµ;Comunicaciones / internet;;;315.84;En proceso;;;;;2024
Decisi¢n;Los Santos;Ley 45 de 2007;45572;Oct 24;Rescindir contrato;SKY PANAMµ;Comunicaciones / internet;;;42;En proceso;;;;;2024
Decisi¢n;Los Santos;Ley 45 de 2007;45579;Oct 24;Incumplimiento de garant°a;MEGA HOUSE INTERNACIONAL, S.A.;Muebler°a/equipo electr¢nico;RCA;Refrigeradora;500;En proceso;;;;;2024
Decisi¢n;Los Santos;Ley 45 de 2007;45583;Oct 24;Rescindir contrato;SKY PANAMµ;Comunicaciones / internet;;;315.84;En proceso;;;;;2024
Decisi¢n;Los Santos;Ley 45 de 2007;45583;Oct 24;Rescindir contrato;SKY PANAMµ;Comunicaciones / internet;;;240;En proceso;;;;;2024
Decisi¢n;Los Santos;Ley 45 de 2007;45583;Oct 24;Rescindir contrato;SKY PANAMµ;Comunicaciones / internet;;;240;En proceso;;;;;2024
Decisi¢n;Los Santos;Ley 45 de 2007;45586;Oct 24;Custodia de bien;REFRIGERACI‡N RUIZ;Repuestos y reparaciones (talleres varios no autos);;Refrigeradora;1095;En proceso;;;;;2024
Decisi¢n;Los Santos;Ley 45 de 2007;45590;Oct 24;Rescindir contrato;SKY PANAMµ;Comunicaciones / internet;;;240;En proceso;;;;;2024
Veh°culo a Motor;Veraguas;Ley 14 de 2018;45574;Oct 24;Incumplimiento de garant°a;AUTOMOVLES DE VERAGUAS;Agencia de autos;MG;Auto;21994.99;En proceso;;;;;2024
Veh°culo a Motor;Veraguas;Ley 14 de 2018;45589;Oct 24;Incumplimiento de contrato;MR. CARGO BOX SANTIAGO;Servicio de intermediaci¢n;;Pieza de Repuesto;920.11;En proceso;;;;;2024
Decisi¢n;Veraguas;Ley 45 de 2007;45566;Oct 24;Resoluci¢n de contrato;CABLE & WIRELESS PANAMµ;Tv por cable;;;41.2;En proceso;;;;;2024
Decisi¢n;Veraguas;Ley 45 de 2007;45568;Oct 24;Falta de informaci¢n;PANAFOTO;AlmacÇn por departamentos;;Televisor;309.23;En proceso;;;;;2024
Decisi¢n;Veraguas;Ley 45 de 2007;45581;Oct 24;Custodia de bien;FAST SERVICE CENTER;Celulares;Samsung;Tablet;500;En proceso;;;;;2024
Decisi¢n;Veraguas;Ley 45 de 2007;45583;Oct 24;Falta de informaci¢n;SPORTING SHOES;Zapater°as;;Zapatos;64.14;En proceso;;;;;2024
Decisi¢n;Veraguas;Ley 45 de 2007;45583;Oct 24;Resoluci¢n de contrato;SKY PANAMµ;Tv por cable;;;38;En proceso;;;;;2024
Decisi¢n;Veraguas;Ley 45 de 2007;45586;Oct 24;Vicio oculto;INVERSIONES Y DESARROLLO XISTANZ S.A.;Inmobiliarias;;;4761.5;En proceso;;;;;2024
Decisi¢n;Veraguas;Ley 45 de 2007;45595;Oct 24;Incumplimiento de garant°a;DECO HOGAR;AlmacÇn por departamentos;Sankey;Congelador;345;En proceso;;;;;2024
Veh°culo a Motor;Pm† Oeste;Ley 14 de 2018;45580;Oct 24;Incumplimiento de garant°a;GRUPO Q;Agencia de autos;;Auto;16990;En proceso;;;;;2024
Veh°culo a Motor;Pm† Oeste;Ley 14 de 2018;45588;Oct 24;Incumplimiento de garant°a;DISTRIBUIDORA AUTOMOTRIZ FORTUNE;Agencia de autos;;Auto;19988;En proceso;;;;;2024
Veh°culo a Motor;Pm† Oeste;Ley 14 de 2018;45594;Oct 24;Incumplimiento de garant°a;AUTO SERVICIO JORGE;Taller de reparaci¢n de autos;;;412.01;En proceso;;;;;2024
Veh°culo a Motor;Pm† Oeste;Ley 14 de 2018;45596;Oct 24;Incumplimiento de servicio;REPUESTOS UNIVERSALES;Taller de reparaci¢n de autos;;;1595;En proceso;;;;;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45569;Oct 24;Falta de informaci¢n;CLINICA VETERINARIA DR. MEDINA, S.A.;Cl°nicas/ Hospitales;;;195.63;En proceso;;;;;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45569;Oct 24;Venta enga§osa;SHOES BOX - SUCURSAL No. 6;AlmacÇn de ropa y calzados;;;44.98;En proceso;;;;;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45572;Oct 24;Falta de informaci¢n;AIR BOX;Transporte (fletes, encomiendas y similares);;;388.91;En proceso;;;;;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45574;Oct 24;Falta de informaci¢n;WESTEC SERVICE;Transporte (fletes, encomiendas y similares);;;15;En proceso;;;;;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45574;Oct 24;Falta de informaci¢n;PANAFOTO;AlmacÇn por departamentos;;Refrigeradora;587.44;En proceso;;;;;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45582;Oct 24;Incumplimiento de garant°a;LA ROCA 33, S.A.;Inmobiliarias;;Vivienda;4900;En proceso;;;;;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45583;Oct 24;Incumplimiento de garant°a;BOMBAS Y POZOS;Repuestos y reparaciones (talleres varios no autos);;Bomba de agua;465.92;En proceso;;;;;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45583;Oct 24;Incumplimiento de garant°a;RODELAG;AlmacÇn por departamentos;;Refrigeradora;1048.58;En proceso;;;;;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45586;Oct 24;Incumplimiento de garant°a;MUEBLERIA Y JOYERIA LA CHORRERANA, S.A.;Muebler°a/equipo electr¢nico;;Refrigeradora;1966.75;En proceso;;;;;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45586;Oct 24;Incumplimiento de servicio;CLINICA Y SERVICIOS HOSPITALARIOS PANAMERICANOS, S.A.;Cl°nicas/ Hospitales;;;55;En proceso;;;;;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45586;Oct 24;Incumplimiento de contrato;VIVIAT;Inmobiliarias;;Vivienda;112.5;En proceso;;;;;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45587;Oct 24;Incumplimiento de garant°a;RAENCO;AlmacÇn por departamentos;;Televisor;673.03;En proceso;;;;;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45588;Oct 24;Incumplimiento de garant°a;PANAFOTO;AlmacÇn por departamentos;;Refrigeradora;748.95;En proceso;;;;;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45590;Oct 24;Incumplimiento de servicio;AIRBOX EXPRESS;Transporte (fletes, encomiendas y similares);;;243.69;En proceso;;;;;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45595;Oct 24;Incumplimiento de servicio;SERVICIOS ELECTRONICOS ON / OFF 247;ElectrodomÇsticos/equipos electr¢nicos;;;5000;En proceso;;;;;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45595;Oct 24;Incumplimiento de servicio;GRUPO ELECTROCOM, S.A.;ElectrodomÇsticos/equipos electr¢nicos;;;19.26;En proceso;;;;;2024
Decisi¢n;Pm† Este;Ley 45 de 2007;45579;Oct 24;Nota de crÇdito;INV. FERNANDEZ ESPINA HNOS, S.A./ FARANDA EXPRESS SOLOY & CASINO;Hoteles o planes vacacionales;;;350;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45597;Nov 24;Incumplimiento de garant°a;AUTO CLIMA PANAMµ;Repuestos y reparaciones (talleres varios no autos);Nissan;Auto;224.83;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45597;Nov 24;Falta de informaci¢n;ARRENDAMIENTO DE AUTOS ECON‡MICOS DE PANAMµ, S.A.;Alquiler de autos;;Auto;400;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45597;Nov 24;Incumplimiento de servicio;ESTACION TEXACO RIGEL;Estaciones de gasolinas;KIA;Auto;794.66;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45602;Nov 24;Incumplimiento de servicio;COMPA•÷A CHIRICANA DE AUTOMOVILES, S.A.;Agencia de autos;Hyundai;Auto;18200;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45603;Nov 24;Falta de informaci¢n;CAPITAL CAR CASH CORP;Venta de autos usados;Toyota;Auto;5000;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45608;Nov 24;Incumplimiento de servicio;TALLER E INVERSIONES JD;Taller de reparaci¢n de autos;Hyundai;Auto;430;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45608;Nov 24;Incumplimiento de garant°a;SCHUBERT GROUP CORP;Agencia de autos;Dongfeng;Auto;30000;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45608;Nov 24;Incumplimiento de servicio;MULTISERVICIOS GEA CORP GROUP;Servicios de instalaci¢n;Nissan;Auto;500;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45609;Nov 24;Incumplimiento de garant°a;CHECK ENGINE INTERNATIONAL, S.A.;Taller de reparaci¢n de autos;Hyundai;Auto;2856.88;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45609;Nov 24;Incumplimiento de garant°a;JB MOTORES, INC.;Venta de autos usados;Nissan;Auto;975.03;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45611;Nov 24;Incumplimiento de garant°a;COMPA•÷A CHIRICANA DE AUTOMOVILES, S.A.;Agencia de autos;Mitsubishi;Auto;25995;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45611;Nov 24;Incumplimiento de garant°a;LA CASA DE LAS BATERIAS;Repuestos para autos;Ford;Auto;100.03;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45611;Nov 24;Incumplimiento de garant°a;GRUPO SILABA;Agencia de autos;KIA;Auto;29595;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45614;Nov 24;Incumplimiento de servicio;RICARDO PEREZ, S.A.;Agencia de autos;Toyota;Auto;1506.08;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45614;Nov 24;Incumplimiento de garant°a;AUTOSTAR;Agencia de autos;JEEP;Auto;27840;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45615;Nov 24;Incumplimiento de servicio;TALLER PRETTY LOOK;Taller de reparaci¢n de autos;Hyundai;Auto;1430;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45616;Nov 24;Incumplimiento de garant°a;DISTRIBUIDORA AUTOMOTRIZ FORTUNE;Agencia de autos;Changan;Auto;16488;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45618;Nov 24;Falta de informaci¢n;GALLERY CARS;Venta de autos usados;KIA;Auto;6300;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45618;Nov 24;Custodia de bien;AUTO REPUESTOS LUCKY;Taller de reparaci¢n de autos;Toyota;Auto;4451.68;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45618;Nov 24;Custodia de bien;TALLER Y AUTO REPUESTO VHAS, S.A.;Taller de reparaci¢n de autos;Honda;Auto;0;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45621;Nov 24;Falta de informaci¢n;MOOVING;Alquiler de autos;;Auto;400;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45622;Nov 24;Incumplimiento de garant°a;GRUPO AUTO COMERCIAL, S.A.;Agencia de autos;GAC;Auto;18500;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45623;Nov 24;Falta de informaci¢n;DREAM CARS;Venta de autos usados;Toyota;Auto;432.03;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45623;Nov 24;Incumplimiento de servicio;MASTER CAR SHOP;Taller de reparaci¢n de autos;Hyundai;Auto;2500;En proceso;;;;;2024
Veracidad;Panam†;Ley 45 de 2007;45610;Nov 24;Veracidad de la publicidad;MG LOGISTIC;Transporte (fletes, encomiendas y similares);;;24;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45597;Nov 24;Incumplimiento de garant°a;RODELAG;AlmacÇn por departamentos;Hisense;Refrigeradora;481.48;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45603;Nov 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;31;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45603;Nov 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;31;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45604;Nov 24;Incumplimiento de garant°a;MAC STORE;Computadoras;;Computadora;588.39;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45603;Nov 24;Incumplimiento de garant°a;RODELAG;AlmacÇn por departamentos;;;1530.01;Desistimiento;;45618;Nov 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45604;Nov 24;Resoluci¢n de contrato;SMART FIT;Gimnasio y centros deportivos;;;34.23;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45604;Nov 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;22;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45603;Nov 24;Incumplimiento de garant°a;RODELAG;AlmacÇn por departamentos;Samsung;Celular;1123.49;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45609;Nov 24;Falta de informaci¢n;HOGSAL LOS PUEBLOS;AlmacÇn por departamentos;;;1064.67;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45604;Nov 24;Incumplimiento de garant°a;PREMIER;ElectrodomÇsticos/equipos electr¢nicos;Premier;Lavadora;181.89;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45609;Nov 24;Falta de informaci¢n;MAC STORE;Celulares;;Refrigeradora;53.54;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45604;Nov 24;Incumplimiento de garant°a;HOGSAL EL DORADO;AlmacÇn por departamentos;;Sillas;765;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45604;Nov 24;Incumplimiento de servicio;TSB CARGO;Servicio de intermediaci¢n;;;24;Desistimiento;;45623;Nov 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45604;Nov 24;Incumplimiento de garant°a;TITAN PANAMµ;AlmacÇn por departamentos;Whirlpool;Congelador;609.89;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45625;Nov 24;Resoluci¢n de contrato;MAS MOVIL;Telefonia;;;42.05;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45609;Nov 24;Incumplimiento de servicio;MUEBLES KAIROS;Muebler°as;;Refrigeradora;439.37;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45609;Nov 24;Falta de informaci¢n;ESCUELA DE MANEJO EL CENTENARIO;Escuela de manejo;;;250;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45609;Nov 24;Incumplimiento de garant°a;RAENCO;ElectrodomÇsticos/equipos electr¢nicos;;Extractor de grasa;96.25;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45611;Nov 24;Incumplimiento de garant°a;DIGITAL CITY;ElectrodomÇsticos/equipos electr¢nicos;Samsung;Refrigeradora;430;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45609;Nov 24;Incumplimiento de garant°a;PANAFOTO;ElectrodomÇsticos/equipos electr¢nicos;Asus;Laptop;1305.05;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45611;Nov 24;Custodia de bien;LILITECH LAPTOPS & MORE;Computadoras;Apple;Laptop;286.5;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45611;Nov 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;24;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45609;Nov 24;Incumplimiento de garant°a;PANAFOTO;ElectrodomÇsticos/equipos electr¢nicos;;Aire acondicionado;298.53;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45611;Nov 24;Incumplimiento de garant°a;TOOLS CENTER M8, S.A.;ElectrodomÇsticos/equipos electr¢nicos;;Motosierra;131.38;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45621;Nov 24;Incumplimiento de garant°a;RAENCO;AlmacÇn por departamentos;;;468.48;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45611;Nov 24;Incumplimiento de garant°a;RAENCO;AlmacÇn por departamentos;Whirlpool;Refrigeradora;705.13;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45611;Nov 24;Incumplimiento de servicio;MASTER COOL CORP, S.A.;Servicios Profesionales;;;4400;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45614;Nov 24;Falta de informaci¢n;EL SITIO HOTEL;Hoteles o planes vacacionales;;;705.1;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45618;Nov 24;Incumplimiento de servicio;YECA MUEBLES;F†bricas de muebles;;;1900;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45615;Nov 24;Incumplimiento de garant°a;LA CASA DE LAS ESTUFAS;ElectrodomÇsticos/equipos electr¢nicos;;Estufa;1695;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45615;Nov 24;Incumplimiento de servicio;EEMCSA;Repuestos y reparaciones (talleres varios no autos);Sony;Televisor;497.55;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45616;Nov 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;26;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45616;Nov 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;26;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45614;Nov 24;Incumplimiento de garant°a;JONYCELL;Celulares;Iphone;Celular;250;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45615;Nov 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;26;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45618;Nov 24;Incumplimiento de servicio;KARRARA STONE, S.A.;F†bricas de muebles;;;2600;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45615;Nov 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;31;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45618;Nov 24;Falta de informaci¢n;OPTICA SOSA Y ARANGO;Opticas;;;64.2;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45618;Nov 24;Resoluci¢n de contrato;DECAMERON;Hoteles o planes vacacionales;;;2600;Desistimiento;;45625;Nov 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45617;Nov 24;Incumplimiento de garant°a;DOIT CENTER;ElectrodomÇsticos/equipos electr¢nicos;Frigidaire;Lavadora;449.37;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45617;Nov 24;Incumplimiento de servicio;CM IT SOLUTIONS;Repuestos y reparaciones (talleres varios no autos);Sony;Televisor;1818.95;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45617;Nov 24;Incumplimiento de garant°a;PANAFOTO;ElectrodomÇsticos/equipos electr¢nicos;Hisense;Televisor;411.95;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45623;Nov 24;Incumplimiento de garant°a;RAENCO;AlmacÇn por departamentos;HP;Laptop;555.33;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45617;Nov 24;Incumplimiento de garant°a;PANAFOTO;ElectrodomÇsticos/equipos electr¢nicos;LG;Lavadora;549;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45618;Nov 24;Incumplimiento de garant°a;PANAFOTO;ElectrodomÇsticos/equipos electr¢nicos;Samsung;Estufa;460.11;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45618;Nov 24;Incumplimiento de servicio;DLASH BAR VERSALLES;Sal¢n de belleza;;;83.46;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45621;Nov 24;Incumplimiento de servicio;SALVADOR MIRALLES CEROSOLA;Servicios Profesionales;;;4895;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45618;Nov 24;Falta de informaci¢n;OPTIMAX VISUAL CENTER;Opticas;;;90.5;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45621;Nov 24;Incumplimiento de servicio;KOPYBOX;Servicio de intermediaci¢n;;;99.99;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45618;Nov 24;Falta de informaci¢n;OPTICA SOSA Y ARANGO;Opticas;;Lentes;175.27;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45621;Nov 24;Incumplimiento de garant°a;OPTICAS CENTRO VISUAL;Opticas;;;42.8;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45623;Nov 24;Incumplimiento de servicio;OPTIMAX VISUAL CENTER;Opticas;;;224.7;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45621;Nov 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;26;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45623;Nov 24;Incumplimiento de garant°a;GEO.F. NOVEY INC.;AlmacÇn por departamentos;;;318.29;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45623;Nov 24;Incumplimiento de garant°a;DO IT CENTER;AlmacÇn por departamentos;Samsung;Refrigeradora;439.98;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45623;Nov 24;Incumplimiento de garant°a;DO IT CENTER;AlmacÇn por departamentos;;Refrigeradora;540.98;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45623;Nov 24;Incumplimiento de garant°a;RAENCO;AlmacÇn por departamentos;Whirlpool;Lavadora;426.93;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45625;Nov 24;Incumplimiento de garant°a;SUPERMERCADO REY;Supermercados;Westinghouse;Televisor;309.23;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45625;Nov 24;Incumplimiento de garant°a;MULTIPASOS, S.A.;AlmacÇn de ropa y calzados;;;176.5;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45625;Nov 24;Incumplimiento de garant°a;PREMIER UNIVERSE, S.A.;ElectrodomÇsticos/equipos electr¢nicos;Premier;Televisor;320.99;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45625;Nov 24;Incumplimiento de servicio;FOTO SONIDO;ElectrodomÇsticos/equipos electr¢nicos;Mystic;Estufa;15;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45625;Nov 24;Incumplimiento de servicio;OPTICA SOSA Y ARANGO;Opticas;;;90.57;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45625;Nov 24;Incumplimiento de garant°a;GRUPO DE COMUNICACIONES DIGITALES, S.A.;Telefonia;Iphone;Celular;748.95;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45625;Nov 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;31;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45625;Nov 24;Incumplimiento de garant°a;PREMIER;ElectrodomÇsticos/equipos electr¢nicos;Premier;DVD;17.12;En proceso;;;;;2024
